"R"," R", "163097","09:09:45.325407","","","ARP","60","172.16.0.1 is at 00:10:7b:38:46:33"
"R"," R", "172187","09:17:36.690138","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=73760 Win=16060 Len=0"
"R"," R", "172188","09:17:36.692916","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172189","09:17:36.695480","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172190","09:17:36.698381","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172191","09:17:36.698449","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=79600 Win=13140 Len=0"
"R"," R", "172192","09:17:36.701009","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172193","09:17:36.703779","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172194","09:17:36.706449","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172195","09:17:36.709210","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172196","09:17:36.709294","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=83980 Win=13140 Len=0"
"R"," R", "172197","09:17:36.711843","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172198","09:17:36.715438","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172199","09:17:36.717980","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172200","09:17:36.718059","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=89820 Win=10220 Len=0"
"R"," R", "172201","09:17:36.737886","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=91280 Win=8760 Len=0"
"R"," R", "172202","09:17:36.738416","172.16.112.194","194.7.248.153","TELNET","491","Telnet Data ..."
"R"," R", "172203","09:17:36.757881","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=91717 Win=8760 Len=0"
"R"," R", "172204","09:17:37.338458","194.7.248.153","172.16.112.194","TCP","60","[TCP Window Update] 6109 → 23 [ACK] Seq=159 Ack=91717 Win=20440 Len=0"
"R"," R", "172205","09:17:37.988834","172.16.114.168","207.46.150.213","TCP","60","7256 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "172206","09:17:37.992532","207.46.150.213","172.16.114.168","TCP","60","80 → 7256 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "172207","09:17:37.992703","172.16.114.168","207.46.150.213","TCP","60","7256 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "172208","09:17:37.993180","172.16.114.168","207.46.150.213","HTTP","213","GET / HTTP/1.0 "
"R"," R", "172209","09:17:38.015110","207.46.150.213","172.16.114.168","TCP","60","80 → 7256 [ACK] Seq=1 Ack=160 Win=32736 Len=0"
"R"," R", "172210","09:17:38.018941","207.46.150.213","172.16.114.168","HTTP","488","HTTP/1.1 302 Object moved  (text/html)"
"R"," R", "172211","09:17:38.019010","207.46.150.213","172.16.114.168","TCP","60","80 → 7256 [FIN, ACK] Seq=435 Ack=160 Win=32736 Len=0"
"R"," R", "172212","09:17:38.019134","172.16.114.168","207.46.150.213","TCP","60","7256 → 80 [ACK] Seq=160 Ack=436 Win=31685 Len=0"
"R"," R", "172213","09:17:38.019602","172.16.114.168","207.46.150.213","TCP","60","7256 → 80 [FIN, ACK] Seq=160 Ack=436 Win=32120 Len=0"
"R"," R", "172214","09:17:38.021930","172.16.114.168","136.149.63.132","TCP","60","7257 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "172215","09:17:38.022782","207.46.150.213","172.16.114.168","TCP","60","80 → 7256 [ACK] Seq=436 Ack=161 Win=32735 Len=0"
"R"," R", "172216","09:17:38.023154","136.149.63.132","172.16.114.168","TCP","60","80 → 7257 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "172217","09:17:38.023295","172.16.114.168","136.149.63.132","TCP","60","7257 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "172218","09:17:38.023685","172.16.114.168","136.149.63.132","HTTP","240","GET /news/default.asp HTTP/1.0 "
"R"," R", "172219","09:17:38.045069","136.149.63.132","172.16.114.168","TCP","60","80 → 7257 [ACK] Seq=1 Ack=187 Win=32736 Len=0"
"R"," R", "172220","09:17:38.070529","136.149.63.132","172.16.114.168","HTTP","540","HTTP/1.1 500 Server Error  (text/html)HTTP/1.1 200 OK "
"R"," R", "172221","09:17:38.070598","136.149.63.132","172.16.114.168","TCP","60","80 → 7257 [FIN, ACK] Seq=487 Ack=187 Win=32736 Len=0"
"R"," R", "172222","09:17:38.070756","172.16.114.168","136.149.63.132","TCP","60","7257 → 80 [ACK] Seq=187 Ack=488 Win=32120 Len=0"
"R"," R", "172223","09:17:38.071099","172.16.114.168","136.149.63.132","TCP","60","7257 → 80 [FIN, ACK] Seq=187 Ack=488 Win=32120 Len=0"
"R"," R", "172224","09:17:38.074025","136.149.63.132","172.16.114.168","TCP","60","80 → 7257 [ACK] Seq=488 Ack=188 Win=32735 Len=0"
"R"," R", "172225","09:17:38.643127","","","LOOP","60","Reply"
"R"," R", "172226","09:17:39.468540","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172227","09:17:39.469154","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172228","09:17:39.487309","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=161 Ack=91718 Win=32120 Len=0"
"R"," R", "172229","09:17:39.487468","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172230","09:17:39.487549","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172231","09:17:39.502514","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91719 Ack=162 Win=32736 Len=0"
"R"," R", "172232","09:17:39.507294","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=162 Ack=91719 Win=32120 Len=0"
"R"," R", "172233","09:17:39.507444","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172234","09:17:39.507521","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172235","09:17:39.522504","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91720 Ack=164 Win=32736 Len=0"
"R"," R", "172236","09:17:39.527294","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=164 Ack=91720 Win=32120 Len=0"
"R"," R", "172237","09:17:39.527444","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172238","09:17:39.527524","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172239","09:17:39.542500","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91722 Ack=166 Win=32736 Len=0"
"R"," R", "172240","09:17:39.547285","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=166 Ack=91722 Win=32120 Len=0"
"R"," R", "172241","09:17:39.547432","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172242","09:17:39.547513","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172243","09:17:39.562493","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91724 Ack=168 Win=32736 Len=0"
"R"," R", "172244","09:17:39.567283","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=168 Ack=91724 Win=32120 Len=0"
"R"," R", "172245","09:17:39.567427","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172246","09:17:39.567505","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172247","09:17:39.582487","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91726 Ack=169 Win=32736 Len=0"
"R"," R", "172248","09:17:39.587280","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=169 Ack=91726 Win=32120 Len=0"
"R"," R", "172249","09:17:39.587422","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172250","09:17:39.587502","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172251","09:17:39.602483","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91727 Ack=170 Win=32736 Len=0"
"R"," R", "172252","09:17:39.607272","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=170 Ack=91727 Win=32120 Len=0"
"R"," R", "172253","09:17:39.607423","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172254","09:17:39.607503","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172255","09:17:39.622477","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91728 Ack=171 Win=32736 Len=0"
"R"," R", "172256","09:17:39.627269","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=171 Ack=91728 Win=32120 Len=0"
"R"," R", "172257","09:17:39.627415","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172258","09:17:39.627495","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172259","09:17:39.642474","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91729 Ack=172 Win=32736 Len=0"
"R"," R", "172260","09:17:39.647266","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=172 Ack=91729 Win=32120 Len=0"
"R"," R", "172261","09:17:39.647408","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172262","09:17:39.647488","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172263","09:17:39.662471","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91730 Ack=173 Win=32736 Len=0"
"R"," R", "172264","09:17:39.667266","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=173 Ack=91730 Win=32120 Len=0"
"R"," R", "172265","09:17:39.667409","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172266","09:17:39.667491","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172267","09:17:39.682471","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91731 Ack=176 Win=32736 Len=0"
"R"," R", "172268","09:17:39.687259","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=176 Ack=91731 Win=32120 Len=0"
"R"," R", "172269","09:17:39.687405","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172270","09:17:39.687485","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172271","09:17:39.702462","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91734 Ack=178 Win=32736 Len=0"
"R"," R", "172272","09:17:39.707254","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=178 Ack=91734 Win=32120 Len=0"
"R"," R", "172273","09:17:39.707397","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172274","09:17:39.707476","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172275","09:17:39.722457","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91736 Ack=179 Win=32736 Len=0"
"R"," R", "172276","09:17:39.727246","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=179 Ack=91736 Win=32120 Len=0"
"R"," R", "172277","09:17:39.727390","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172278","09:17:39.727470","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172279","09:17:39.742453","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91737 Ack=180 Win=32736 Len=0"
"R"," R", "172280","09:17:39.747244","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=180 Ack=91737 Win=32120 Len=0"
"R"," R", "172281","09:17:39.747389","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172282","09:17:39.747468","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172283","09:17:39.762450","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91738 Ack=181 Win=32736 Len=0"
"R"," R", "172284","09:17:39.767242","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=181 Ack=91738 Win=32120 Len=0"
"R"," R", "172285","09:17:39.767392","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172286","09:17:39.767472","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172287","09:17:39.782447","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91739 Ack=182 Win=32736 Len=0"
"R"," R", "172288","09:17:39.787235","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=182 Ack=91739 Win=32120 Len=0"
"R"," R", "172289","09:17:39.787380","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172290","09:17:39.790086","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172291","09:17:39.790366","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172292","09:17:39.807238","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=183 Ack=91741 Win=32120 Len=0"
"R"," R", "172293","09:17:39.807443","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172294","09:17:39.807724","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172295","09:17:39.827235","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=184 Ack=91742 Win=32120 Len=0"
"R"," R", "172296","09:17:39.827603","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172297","09:17:39.827880","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172298","09:17:39.847276","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=189 Ack=91743 Win=32120 Len=0"
"R"," R", "172299","09:17:39.847426","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172300","09:17:39.847505","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172301","09:17:39.862431","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91747 Ack=190 Win=32736 Len=0"
"R"," R", "172302","09:17:39.867227","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=190 Ack=91747 Win=32120 Len=0"
"R"," R", "172303","09:17:39.867368","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172304","09:17:39.867448","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172305","09:17:39.882427","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91748 Ack=191 Win=32736 Len=0"
"R"," R", "172306","09:17:39.887226","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=191 Ack=91748 Win=32120 Len=0"
"R"," R", "172307","09:17:39.887367","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172308","09:17:39.887449","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172309","09:17:39.902427","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91749 Ack=192 Win=32736 Len=0"
"R"," R", "172310","09:17:39.907226","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=192 Ack=91749 Win=32120 Len=0"
"R"," R", "172311","09:17:39.907370","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172312","09:17:39.907449","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172313","09:17:39.922419","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91750 Ack=194 Win=32736 Len=0"
"R"," R", "172314","09:17:39.927211","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=194 Ack=91750 Win=32120 Len=0"
"R"," R", "172315","09:17:39.927353","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172316","09:17:39.927590","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172317","09:17:39.942418","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91752 Ack=199 Win=32736 Len=0"
"R"," R", "172318","09:17:39.947208","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=199 Ack=91752 Win=32120 Len=0"
"R"," R", "172319","09:17:39.947350","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172320","09:17:39.947431","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172321","09:17:39.962410","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91757 Ack=200 Win=32736 Len=0"
"R"," R", "172322","09:17:39.967205","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=200 Ack=91757 Win=32120 Len=0"
"R"," R", "172323","09:17:39.967349","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172324","09:17:39.967438","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172325","09:17:39.982416","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91758 Ack=202 Win=32736 Len=0"
"R"," R", "172326","09:17:39.987199","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=202 Ack=91758 Win=32120 Len=0"
"R"," R", "172327","09:17:39.987350","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172328","09:17:39.987429","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172329","09:17:40.002400","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91760 Ack=204 Win=32736 Len=0"
"R"," R", "172330","09:17:40.007198","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=204 Ack=91760 Win=32120 Len=0"
"R"," R", "172331","09:17:40.007338","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172332","09:17:40.007419","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172333","09:17:40.022397","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91762 Ack=205 Win=32736 Len=0"
"R"," R", "172334","09:17:40.027196","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=205 Ack=91762 Win=32120 Len=0"
"R"," R", "172335","09:17:40.027345","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172336","09:17:40.027426","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172337","09:17:40.042390","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91763 Ack=206 Win=32736 Len=0"
"R"," R", "172338","09:17:40.047188","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=206 Ack=91763 Win=32120 Len=0"
"R"," R", "172339","09:17:40.047332","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172340","09:17:40.047411","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172341","09:17:40.062387","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91764 Ack=207 Win=32736 Len=0"
"R"," R", "172342","09:17:40.067187","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=207 Ack=91764 Win=32120 Len=0"
"R"," R", "172343","09:17:40.067327","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172344","09:17:40.067562","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172345","09:17:40.082387","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91765 Ack=212 Win=32736 Len=0"
"R"," R", "172346","09:17:40.087176","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=212 Ack=91765 Win=32120 Len=0"
"R"," R", "172347","09:17:40.087322","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172348","09:17:40.087402","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172349","09:17:40.102380","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=91770 Ack=215 Win=32736 Len=0"
